Repository,Branch,In-Scope(YES),LBU,POC,Remarks
pru-ei/pss-eta-github_governance,feature/GTDE-145-new,No ,PSS,,
pru-ei/pss-eta-github_governance,feature/GTDE-145,No ,PSS,,
pru-ei/pss-eta-github_governance,main,No ,PSS,,
pru-ei/ei-xgg-eib-back-office,master,YES,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB61330_20250122,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB69154_20241104,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB_70785_20241224,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB_72141_20241223,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB-59289,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB-61330_20241115,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB-67822_2,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB-69422_20241204,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB-70785_20250102,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-back-office,release/EIMB-72425_20241227,,EIB,Cheah Kar Joon,
pru-ei/ei-hyh-cart-bbd,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-cart-core,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-azure_img_goldensource,feature/EISST-257,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-azure_img_goldensource,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-cart-poms,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-db_datawarehouse_img-delete,feature/EISST-65-the-pdbs-are-created-on-the-prod-oracle-cdb-in-azure-enterprise,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-db_datawarehouse_img-delete,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-docker_img_ansible,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-docker_img_bamboo_agent,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-docker_img_eastspring_base,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-docker_img_cart,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-docker_img_common_exec,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-docker_img_gs_deploy,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-goldensource_dwh,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-goldensource-infra,enterprise,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-goldensource-infra,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-gs-app-dw-src-initial-migrated-archive,develop,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-gs-app-dw-src-initial-migrated-archive,feature/EISDEVOPS-127,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-gs-app-dw-src-initial-migrated-archive,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-gs-app-dw-src-initial-migrated-archive,release/ohyeah,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-gs-controlm-initial-migrated-archive,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-gs-controlm-initial-migrated-archive,release/EISDDD-123,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-tom-bamboo-dsl,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-tom-deploy-delete,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-tom-parent,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-tom-parent,transfer,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-voyager-toolbox,feature/codacy-poc,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-voyager-toolbox,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-cart-mosp,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-devops-commons,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-devops-support,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-db_goldencopy_img,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-db_datawarehouse_img,feature/EISST-65-the-pdbs-are-created-on-the-prod-oracle-cdb-in-azure-enterprise,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-db_datawarehouse_img,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-tom-deploy,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-hyh-bootstrap,master,No,EISG IT ,Raja Ramalingam ,
pru-ei/ei-xgg-eib-mexpulse,master,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-tomcat-config,master,YES,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-sql,master,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-mobile-pentest,master,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-mobile-pentest,release/1.1.1,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-mobile-pentest,release/1.2.0,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-mobile-pentest,temp,,EIB,Cheah Kar Joon,
pru-ei/ei-xgg-eib-tomcat-server-xml,master,,EIB,Cheah Kar Joon,
pru-ei/ei-f9q-automation-practice,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bashspec,feature/EISDEV-7684,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bashspec,feature/EISDEV-7712,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bashspec,feature/EISDEVOPS-2064-dockerize-bashspec-for-control-m,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bashspec,feature/EISDEVOPS-2208,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-bashspec,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-bdd,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-bdd,feature/EISDEV-9007-aladdin-order-api,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-bdd,feature/cucumber-java8-to-java,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-bdd,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core,feature/cucumber-java8-to-java,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core-old,EISDEV-5542-iedriver-poc,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core-old,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core-old,feature/EISDEV-7040,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-core-old,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-data-bdd,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-datalake,feature/EISGES30-42,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-datalake,feature/EISUDP-141,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-datalake,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/EISDEV-5518-market-group,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/EISDEV-6319-class-casting-issue,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/EISDEV-8527,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/EISDEV-9007-aladdin-order-api,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/EISDEV-9007-aladdin-order-api-upgrade_v2,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/cucumber-java8-to-java,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,feature/sql-exec-pilot,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-dmp,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-documentation,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-lgcy,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-lgcy,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-mosp,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-mosp,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-lite,feature/inception-proto,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-lite,feature/upgrade-json-util,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-lite,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-parallel-runner,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-parallel-runner,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-parent,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-parent,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-poms,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-poms,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-psutils,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,develop,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,feature/EISPD-147,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,feature/EISPD-149,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,feature/JDBCSample,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,feature/jmx-artifactory-copy,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,hotfix/fix-version-mismatch,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-pt-data-generator,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-solvency,feature/EISDEV-8229,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-solvency,feature/EISDEV-8258,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-solvency,feature/EISDEV-8288,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-solvency,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-testng,feature/EISDEV-7638,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-testng,feature/EISDEV-8030,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-testng,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-gherkin-linter,feature/EISDEVOPS-1651-testing-eis-slave-image,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-gherkin-linter,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-placeholder-repo,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,EISDEV-5401-GC-Upgarde,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,EISDEV-8788-automation-regression-feature-failure-fixes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,EISDEV-8788-fix_regression_failed_tests,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,EISDEV-8959-fix-1582-test,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,bugfix/EISDEV-5507_TWRR,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,bugfix/EISDEV-6762-collateral-positions-feature-file-failure-in-regression,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-5525-amendment-to-existing-l3-files-to-coric2,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-6730,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-7550,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-7708,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-8044,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-8469-china-bond-changes-test,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-8525,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-8537,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-8960-fix-high-priority-eisgeisapps-1591-test,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-9007-brs-order-api,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-9092-fix_regression_failures_release_135,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-9113-SSDR-JH,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-9128,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-9209-SSDR-Inbound_PLASCH,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,"feature/EISDEV-9209-SSDR-Inbound---Onboarding---PLASCH(Schroders)Security,Position-&-Transaction-to-",NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEV-9212-to-amend,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISDEVOPS-1693-setup-custom-static-jenkins-slave,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISGCLOUDENGINEERING-65-cart-pipelines-platform-jenkins-migration,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISGEISAPPS-1487-UpdatedTagsforSmokeandRegression,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/EISGEISAPPS-1487-smoke-testing,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/factset_changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/sql-exec-pilot,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,feature/ssdr-9113-JH,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,hotfix/safe-mode,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,release/bau-release-141,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,release/bau-release-EPRL1,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,release/jenkins-migration,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-cart-tests,release/reporting-release-2,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-factsheet,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-golden-source,feature/export-issues,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-golden-source,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-model-aut,feature/dq-check,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-model-aut,feature/inception-proto,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-model-aut,master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,eispe-3328-fund-code-value-update,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,eispe-3351-tag-standardization,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,eispe-3551-benchmark-draft2,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,eispe-3558-benchmark-bulkuploader,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,eispe-4038-minimal-data-change-optimization,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-59-compare-portfolio-details-in-view-portfolio-page-against-portfolio-master-page,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-331-verify-allowed-and-default-values,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-337-validating-existing-portfolio-value-in-portfolio-master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-437-verify-the-table-pagination-in-portfolio-master-page,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-1366-exceptions,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-2547-fund-recon,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-3846-test-automation-individual-export-validation-mandate,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-3957-code-value-update,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/EISPE-4029-test-automation-remove-cleardata-in-setters-page-object-across-datasets,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/bulk-upload-csv-generation,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/bulk-upload-fu-e2e,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-2055-mandate-copy,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-2205-mandate-draft,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-2555-shareclass-recon,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-2744-portfolio-fund-code,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-2979-portfolio-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3245-portfolio-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3393-client-status,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3440-3441-portfolio-mandate,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3510-poc,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3544-benchmark-datasteps,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3544-benchmark-master,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3544-benchmark-master-refactoring,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3545-benchmark-composite,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3545-benchmark-view,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3547-benchmark-create,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3550-benchmark-copy,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3551-benchmark-draft,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3554-benchmark-approve-reject-discard-rework,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3555-benchmark-audittrail,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3558-benchmark-bulkupload-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3605-audit-trail-individual-view,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3630-fund-multiple-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3639-benchmark-edit,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3654-inactive-codevalue-dataset,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3671-uploader-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3801-fund-uploader-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3802-sc-uploader-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3845-individual-export-portfolio,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3847-portfolio-bulk-upload-e2e,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3848-bulkupload-e2e-mandate,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3848/mandate-bulk-upload-edit,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3895-portfolio-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3939-portfolio-gsr-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-3989-label-change,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4031-refactor-dropdown-code-value-reader,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4035-e2e-edit-scenario-taskmanager,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4038-optimize-edit-copy-fund,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4038-portfolio-optimization,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4046-mandate-attribute-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4047-fund-attribute-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4049-fund-umbrella-attribute-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4056-shareclass-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4059-fund-ui-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4061-shareclass-ui-changes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4230-multi-user-login,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4230-portfolio-4231-manco,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4268-data-entry-optimization-edit-fund,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/eispe-4269-shareclass-data-entry-optimization,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/enable-parallel-test-run,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/exception-dimensions,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/fine-tuning-log-messages,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/fix-faker-regex-issues,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/update-empty-dimension-recon,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/updating-locators-and-navigations-reactjs,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,feature/web-service-pilot,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/benchmark-fixes,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/fund-grid-locator-fix,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/recon-validations,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240616,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240802,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240806,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240807,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240819,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240821,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240828,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240829,NO,EISG IT ,Senthilram Gopalan,
pru-ei/ei-f9q-eis-qa-odm,hotfix/regression-fixes-20240902,NO,EISG IT ,Senthilram Gopalan,
